level_0,index,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,avg_price,avg_monthly_price,avg_weekly_price,zipcode_count,avg_security_deposit,avg_cleaning_fee
7890,7890,Glen Iris,28 Martin Rd,3,h,1601000.0,S,Marshall,20/05/2017,9.2,3146.0,3.0,1.0,2.0,453.0,102.0,1930.0,Boroondara,-37.8487,145.0592,Southern Metropolitan,10412.0,135.83,2940.75,770.11,72.0,325.12,61.13
7892,7892,Glen Iris,2/8 Lithgow St,2,u,910000.0,S,Fletchers,29/04/2017,9.2,3146.0,2.0,1.0,1.0,157.0,97.0,1970.0,Boroondara,-37.8499,145.0814,Southern Metropolitan,10412.0,135.83,2940.75,770.11,72.0,325.12,61.13
7897,7897,Glenroy,1 Meadowbank St,3,h,780000.0,PI,Brad,6/05/2017,13.0,3046.0,3.0,1.0,2.0,742.0,101.0,1970.0,Moreland,-37.702,144.9538,Northern Metropolitan,8870.0,69.03,1076.67,351.0,60.0,208.76,33.89
7898,7898,Glenroy,6/5 Murrell St,2,t,420000.0,VB,Brad,6/05/2017,13.0,3046.0,2.0,2.0,1.0,1137.0,82.0,2009.0,Moreland,-37.7045,144.9204,Northern Metropolitan,8870.0,69.03,1076.67,351.0,60.0,208.76,33.89
7899,7899,Glenroy,19 Wheatsheaf Rd,3,h,895000.0,S,Barry,6/05/2017,13.0,3046.0,3.0,1.0,2.0,697.0,148.0,1955.0,Moreland,-37.7097,144.9256,Northern Metropolitan,8870.0,69.03,1076.67,351.0,60.0,208.76,33.89
7900,7900,Glenroy,67 Morley St,3,h,885000.0,PI,Barry,8/04/2017,13.0,3046.0,3.0,1.0,2.0,751.0,145.0,1972.0,Moreland,-37.6962,144.9376,Northern Metropolitan,8870.0,69.03,1076.67,351.0,60.0,208.76,33.89
7901,7901,Glenroy,17 Bindi St,3,h,597500.0,S,YPA,13/05/2017,13.0,3046.0,3.0,1.0,2.0,663.0,84.0,1950.0,Moreland,-37.6962,144.9349,Northern Metropolitan,8870.0,69.03,1076.67,351.0,60.0,208.76,33.89
7903,7903,Glenroy,91 Gowrie St,3,h,822000.0,S,Barry,13/05/2017,13.0,3046.0,3.0,1.0,2.0,738.0,107.4,1960.0,Moreland,-37.6972,144.941,Northern Metropolitan,8870.0,69.03,1076.67,351.0,60.0,208.76,33.89
7909,7909,Glenroy,1/26 York St,3,t,595000.0,SP,Nelson,20/05/2017,13.0,3046.0,3.0,1.0,2.0,258.0,142.6,2001.0,Moreland,-37.7047,144.9087,Northern Metropolitan,8870.0,69.03,1076.67,351.0,60.0,208.76,33.89
7911,7911,Glenroy,2 Ila St,4,h,1050000.0,VB,Nelson,22/04/2017,13.0,3046.0,4.0,3.0,2.0,715.0,271.0,1970.0,Moreland,-37.709,144.9373,Northern Metropolitan,8870.0,69.03,1076.67,351.0,60.0,208.76,33.89
7913,7913,Glenroy,59 Pecham St,3,h,705000.0,S,Barry,22/04/2017,13.0,3046.0,3.0,1.0,2.0,694.0,110.0,1960.0,Moreland,-37.6974,144.9112,Northern Metropolitan,8870.0,69.03,1076.67,351.0,60.0,208.76,33.89
7914,7914,Glenroy,3/15 Harold St,3,u,590000.0,S,YPA,29/04/2017,13.0,3046.0,3.0,2.0,2.0,0.0,118.0,2009.0,Moreland,-37.7074,144.9266,Northern Metropolitan,8870.0,69.03,1076.67,351.0,60.0,208.76,33.89
7915,7915,Glenroy,1/14 Newton St,3,t,680000.0,SP,Stockdale,29/04/2017,13.0,3046.0,3.0,2.0,2.0,243.0,133.0,2014.0,Moreland,-37.7116,144.9357,Northern Metropolitan,8870.0,69.03,1076.67,351.0,60.0,208.76,33.89
7916,7916,Glenroy,11 Salisbury St,3,h,935000.0,S,Stockdale,29/04/2017,13.0,3046.0,3.0,1.0,2.0,666.0,176.0,1960.0,Moreland,-37.7015,144.9191,Northern Metropolitan,8870.0,69.03,1076.67,351.0,60.0,208.76,33.89
7919,7919,Hadfield,72 Sutherland St,3,h,740000.0,SP,Stockdale,20/05/2017,12.1,3046.0,3.0,1.0,4.0,605.0,145.0,1960.0,Moreland,-37.706,144.9467,Northern Metropolitan,2606.0,69.03,1076.67,351.0,60.0,208.76,33.89
7927,7927,Hampton,4/8 Willis St,2,t,837000.0,SP,Buxton,13/05/2017,13.7,3188.0,2.0,2.0,1.0,516.0,92.0,2007.0,Bayside,-37.9365,145.0008,Southern Metropolitan,5454.0,245.11,4694.56,1273.6,71.0,610.53,79.78
7931,7931,Hampton,1/12 Grenville St,2,u,860000.0,S,Buxton,29/04/2017,13.7,3188.0,2.0,1.0,1.0,90.0,90.0,1962.0,Bayside,-37.9354,144.9994,Southern Metropolitan,5454.0,245.11,4694.56,1273.6,71.0,610.53,79.78
7973,7973,Heidelberg,29 Martin St,3,h,1271000.0,S,Fletchers,22/04/2017,10.6,3084.0,3.0,2.0,2.0,330.0,171.0,2008.0,Banyule,-37.7524,145.06,Eastern Metropolitan,2890.0,126.41,2215.0,1081.11,73.0,461.71,61.35
7976,7976,Heidelberg Heights,14 Shelley St,2,h,665000.0,S,Jellis,6/05/2017,10.5,3081.0,2.0,1.0,1.0,263.0,84.0,1992.0,Banyule,-37.7428,145.0511,Eastern Metropolitan,2947.0,83.66,937.5,291.43,38.0,275.0,31.16
7977,7977,Heidelberg Heights,2/76 Porter Rd,3,t,575000.0,S,Noel,8/04/2017,10.5,3081.0,3.0,1.0,2.0,192.0,91.0,1995.0,Banyule,-37.7388,145.0581,Eastern Metropolitan,2947.0,83.66,937.5,291.43,38.0,275.0,31.16
7978,7978,Heidelberg Heights,1 Shelley St,4,h,706000.0,SP,Nelson,8/04/2017,10.5,3081.0,4.0,1.0,2.0,374.0,113.0,1940.0,Banyule,-37.7437,145.0506,Eastern Metropolitan,2947.0,83.66,937.5,291.43,38.0,275.0,31.16
7984,7984,Heidelberg Heights,79 Outhwaite Rd,3,h,657000.0,S,Jellis,22/04/2017,10.5,3081.0,3.0,1.0,1.0,317.0,95.0,1950.0,Banyule,-37.7397,145.0513,Eastern Metropolitan,2947.0,83.66,937.5,291.43,38.0,275.0,31.16
7985,7985,Heidelberg Heights,2/388 Waterdale Rd,3,u,630000.0,SP,Miles,29/04/2017,10.5,3081.0,3.0,2.0,1.0,0.0,123.0,2015.0,Banyule,-37.7502,145.0465,Eastern Metropolitan,2947.0,83.66,937.5,291.43,38.0,275.0,31.16
7988,7988,Heidelberg West,316 Liberty Pde,2,h,650000.0,S,Haughton,8/04/2017,9.4,3081.0,2.0,1.0,2.0,465.0,81.0,1960.0,Banyule,-37.7369,145.0371,Eastern Metropolitan,2674.0,83.66,937.5,291.43,38.0,275.0,31.16
7989,7989,Heidelberg West,25 Mulberry Pde,3,h,855000.0,S,Barry,8/04/2017,9.4,3081.0,3.0,1.0,2.0,658.0,99.0,1960.0,Banyule,-37.7445,145.0386,Eastern Metropolitan,2674.0,83.66,937.5,291.43,38.0,275.0,31.16
7990,7990,Heidelberg West,6 Normanby Ct,2,h,613000.0,S,Barry,13/05/2017,9.4,3081.0,2.0,1.0,0.0,391.0,74.0,1960.0,Banyule,-37.7349,145.0398,Eastern Metropolitan,2674.0,83.66,937.5,291.43,38.0,275.0,31.16
7991,7991,Heidelberg West,373 Liberty Pde,3,h,640000.0,S,hockingstuart,20/05/2017,9.4,3081.0,3.0,1.0,2.0,476.0,200.0,1956.0,Banyule,-37.7339,145.0405,Eastern Metropolitan,2674.0,83.66,937.5,291.43,38.0,275.0,31.16
8002,8002,Ivanhoe,47 Waterdale Rd,4,h,1410000.0,S,Barry,6/05/2017,7.9,3079.0,4.0,2.0,1.0,449.0,252.0,1945.0,Banyule,-37.777,145.0414,Eastern Metropolitan,5549.0,125.47,1875.0,514.9,38.0,242.22,38.59
8004,8004,Ivanhoe,55 Livingstone St,4,h,1650000.0,PI,Miles,8/04/2017,7.9,3079.0,4.0,2.0,1.0,589.0,185.0,1910.0,Banyule,-37.7671,145.037,Eastern Metropolitan,5549.0,125.47,1875.0,514.9,38.0,242.22,38.59
8008,8008,Ivanhoe,3 Sylvan Ct,3,h,1851000.0,S,Jellis,13/05/2017,7.9,3079.0,3.0,2.0,2.0,618.0,215.0,1960.0,Banyule,-37.7817,145.0391,Eastern Metropolitan,5549.0,125.47,1875.0,514.9,38.0,242.22,38.59
8013,8013,Ivanhoe East,475 The Boulevard,3,h,2400000.0,VB,Miles,13/05/2017,9.0,3079.0,3.0,2.0,2.0,1132.0,240.0,1950.0,Banyule,-37.7715,145.0688,Eastern Metropolitan,1554.0,125.47,1875.0,514.9,38.0,242.22,38.59
8015,8015,Kealba,7 Donnelly Ct,4,h,646000.0,S,Ray,29/04/2017,15.0,3021.0,4.0,2.0,2.0,658.0,198.0,1980.0,Brimbank,-37.7358,144.8217,Western Metropolitan,1202.0,81.65,1300.0,350.0,20.0,192.31,65.23
8017,8017,Keilor East,63 Park Dr,3,h,843000.0,S,Nelson,8/04/2017,12.8,3033.0,3.0,2.0,4.0,573.0,176.0,1980.0,Moonee Valley,-37.7473,144.8555,Western Metropolitan,5629.0,83.64,850.0,306.67,14.0,210.0,47.91
8018,8018,Keilor East,188 Rachelle Rd,3,h,835000.0,S,Brad,8/04/2017,12.8,3033.0,3.0,2.0,2.0,700.0,126.0,1980.0,Moonee Valley,-37.7322,144.8722,Western Metropolitan,5629.0,83.64,850.0,306.67,14.0,210.0,47.91
8019,8019,Keilor East,87A Wyong St,3,h,635000.0,S,Nelson,8/04/2017,12.8,3033.0,3.0,2.0,1.0,162.0,115.0,2015.0,Moonee Valley,-37.7308,144.8664,Western Metropolitan,5629.0,83.64,850.0,306.67,14.0,210.0,47.91
8021,8021,Keilor East,12 Cecelia Dr,3,h,745000.0,S,Nelson,13/05/2017,12.8,3033.0,3.0,1.0,1.0,535.0,134.0,1980.0,Moonee Valley,-37.7475,144.852,Western Metropolitan,5629.0,83.64,850.0,306.67,14.0,210.0,47.91
8022,8022,Keilor East,3 Pennington St,3,h,941000.0,S,Harcourts,13/05/2017,12.8,3033.0,3.0,1.0,1.0,703.0,111.0,1965.0,Moonee Valley,-37.746,144.8651,Western Metropolitan,5629.0,83.64,850.0,306.67,14.0,210.0,47.91
8030,8030,Kew,6/87 Earl St,3,t,752000.0,S,hockingstuart,8/04/2017,5.6,3101.0,3.0,2.0,2.0,0.0,102.0,1980.0,Boroondara,-37.794,145.033,Southern Metropolitan,10331.0,139.6,1300.0,609.75,107.0,325.81,55.12
8031,8031,Kew,62 Wiltshire Dr,3,t,690000.0,S,McGrath,8/04/2017,5.6,3101.0,3.0,1.0,2.0,111.0,3.0,1872.0,Boroondara,-37.7941,145.0238,Southern Metropolitan,10331.0,139.6,1300.0,609.75,107.0,325.81,55.12
8036,8036,Kew,2/64 Normanby Rd,2,u,820000.0,PI,Noel,13/05/2017,5.6,3101.0,2.0,1.0,1.0,826.0,95.0,1960.0,Boroondara,-37.805,145.0546,Southern Metropolitan,10331.0,139.6,1300.0,609.75,107.0,325.81,55.12
8041,8041,Kew,3/89 Earl St,3,t,835000.0,S,Hall,20/05/2017,5.6,3101.0,3.0,2.0,2.0,247.0,147.2,2007.0,Boroondara,-37.7944,145.0327,Southern Metropolitan,10331.0,139.6,1300.0,609.75,107.0,325.81,55.12
8043,8043,Kew East,2/14 Westbrook St,2,u,590000.0,VB,Jellis,20/05/2017,7.5,3102.0,2.0,1.0,1.0,838.0,70.0,1970.0,Boroondara,-37.7974,145.0526,Southern Metropolitan,2671.0,759.08,5627.0,1589.0,12.0,286.22,58.6
8044,8044,Kew East,136 Kilby Rd,3,h,1402000.0,S,Nelson,22/04/2017,7.5,3102.0,3.0,2.0,2.0,422.0,120.0,1950.0,Boroondara,-37.7927,145.056,Southern Metropolitan,2671.0,759.08,5627.0,1589.0,12.0,286.22,58.6
8046,8046,Kingsville,87 Chirnside St,3,h,1190000.0,SP,Village,13/05/2017,7.8,3012.0,3.0,1.0,1.0,276.0,105.0,1925.0,Maribyrnong,-37.8082,144.8828,Western Metropolitan,1808.0,112.63,2335.0,518.0,76.0,281.3,63.9
8047,8047,Kingsville,100 Coronation St,4,h,1205000.0,S,hockingstuart,20/05/2017,7.8,3012.0,4.0,1.0,1.0,318.0,145.0,1960.0,Maribyrnong,-37.8105,144.8803,Western Metropolitan,1808.0,112.63,2335.0,518.0,76.0,281.3,63.9
8048,8048,Kingsville,363 Geelong Rd,3,h,860000.0,SP,Village,29/04/2017,7.8,3012.0,3.0,1.0,3.0,555.0,168.0,1940.0,Maribyrnong,-37.8083,144.8754,Western Metropolitan,1808.0,112.63,2335.0,518.0,76.0,281.3,63.9
8054,8054,Maidstone,18 Pullar St,2,h,472500.0,S,Burnham,20/05/2017,9.2,3012.0,2.0,1.0,0.0,315.0,89.0,1990.0,Maribyrnong,-37.7835,144.8723,Western Metropolitan,3873.0,112.63,2335.0,518.0,76.0,281.3,63.9
8055,8055,Maidstone,1/1 Clarendon St,3,t,675000.0,S,Biggin,22/04/2017,9.2,3012.0,3.0,2.0,2.0,159.0,128.0,2016.0,Maribyrnong,-37.785,144.8673,Western Metropolitan,3873.0,112.63,2335.0,518.0,76.0,281.3,63.9
8056,8056,Maidstone,15/15 Eucalyptus Dr,2,u,405000.0,SP,Pagan,22/04/2017,9.2,3012.0,2.0,2.0,1.0,2787.0,75.0,2013.0,Maribyrnong,-37.7794,144.872,Western Metropolitan,3873.0,112.63,2335.0,518.0,76.0,281.3,63.9
8058,8058,Maidstone,12 Winston St,3,h,930000.0,SP,Biggin,29/04/2017,9.2,3012.0,3.0,1.0,2.0,660.0,88.0,1955.0,Maribyrnong,-37.7851,144.8654,Western Metropolitan,3873.0,112.63,2335.0,518.0,76.0,281.3,63.9
8064,8064,Malvern East,32 Chadstone Rd,3,h,2250000.0,S,Fletchers,6/05/2017,11.2,3145.0,3.0,1.0,2.0,840.0,170.0,1950.0,Stonnington,-37.883,145.0791,Southern Metropolitan,8801.0,116.27,980.0,416.54,116.0,323.93,75.52
8069,8069,Malvern East,16 Tooronga Rd,3,h,2020000.0,S,Marshall,13/05/2017,11.2,3145.0,3.0,2.0,2.0,711.0,196.0,1915.0,Stonnington,-37.8723,145.0387,Southern Metropolitan,8801.0,116.27,980.0,416.54,116.0,323.93,75.52
8070,8070,Malvern East,1/29 Grant St,2,u,1211000.0,S,Ray,20/05/2017,11.2,3145.0,2.0,1.0,1.0,259.0,99.0,1970.0,Stonnington,-37.8718,145.0526,Southern Metropolitan,8801.0,116.27,980.0,416.54,116.0,323.93,75.52
8071,8071,Malvern East,22 Quentin Rd,4,h,1380000.0,S,hockingstuart,20/05/2017,11.2,3145.0,4.0,2.0,2.0,230.0,178.0,2007.0,Stonnington,-37.8806,145.0831,Southern Metropolitan,8801.0,116.27,980.0,416.54,116.0,323.93,75.52
8072,8072,Malvern East,2 Rotherwood Dr,4,h,1715157.0,S,Jellis,20/05/2017,11.2,3145.0,4.0,3.0,2.0,380.0,160.0,2008.0,Stonnington,-37.8792,145.0869,Southern Metropolitan,8801.0,116.27,980.0,416.54,116.0,323.93,75.52
8074,8074,Malvern East,414 Waverley Rd,3,h,1220000.0,S,Jellis,29/04/2017,11.2,3145.0,3.0,1.0,2.0,446.0,134.0,1980.0,Stonnington,-37.8784,145.0654,Southern Metropolitan,8801.0,116.27,980.0,416.54,116.0,323.93,75.52
8078,8078,Maribyrnong,1A Riverview Ct,4,h,1190000.0,S,Rendina,29/04/2017,8.7,3032.0,4.0,3.0,2.0,224.0,205.0,2015.0,Maribyrnong,-37.7641,144.8885,Western Metropolitan,4918.0,111.61,1677.92,469.87,176.0,416.29,54.43
8088,8088,Mont Albert,1 Howson Ct,4,h,2100000.0,VB,Harcourts,13/05/2017,11.8,3127.0,4.0,2.0,5.0,719.0,271.0,1950.0,Whitehorse,-37.812,145.1082,Eastern Metropolitan,2079.0,86.41,1699.0,444.5,68.0,136.81,37.29
8094,8094,Moonee Ponds,907/341 Ascot Vale Rd,2,u,439000.0,S,Frank,8/04/2017,6.9,3039.0,2.0,1.0,1.0,0.0,70.0,2005.0,Moonee Valley,-37.7679,144.9245,Western Metropolitan,6232.0,100.98,1533.33,392.5,52.0,226.46,48.17
8095,8095,Moonee Ponds,75 Bowen St,2,h,1040000.0,S,Nelson,8/04/2017,6.9,3039.0,2.0,1.0,2.0,313.0,95.0,1920.0,Moonee Valley,-37.7663,144.9098,Western Metropolitan,6232.0,100.98,1533.33,392.5,52.0,226.46,48.17
8096,8096,Moonee Ponds,9 Corio St,3,h,1670000.0,S,Brad,8/04/2017,6.9,3039.0,3.0,2.0,2.0,803.0,166.0,1915.0,Moonee Valley,-37.7627,144.9047,Western Metropolitan,6232.0,100.98,1533.33,392.5,52.0,226.46,48.17
8097,8097,Moonee Ponds,99 Eglinton St,4,h,1940000.0,PI,Frank,8/04/2017,6.9,3039.0,4.0,2.0,3.0,675.0,228.0,1920.0,Moonee Valley,-37.7686,144.912,Western Metropolitan,6232.0,100.98,1533.33,392.5,52.0,226.46,48.17
8098,8098,Moonee Ponds,27/15 Moore St,2,u,560000.0,PI,Alexkarbon,8/04/2017,6.9,3039.0,2.0,2.0,1.0,0.0,63.0,2015.0,Moonee Valley,-37.7675,144.92,Western Metropolitan,6232.0,100.98,1533.33,392.5,52.0,226.46,48.17
8100,8100,Moonee Ponds,109 Waverley St,4,h,1515000.0,S,Nelson,8/04/2017,6.9,3039.0,4.0,2.0,3.0,574.0,203.0,1910.0,Moonee Valley,-37.7644,144.9061,Western Metropolitan,6232.0,100.98,1533.33,392.5,52.0,226.46,48.17
8106,8106,Moonee Ponds,20 Huntly St,2,h,970000.0,S,Nelson,20/05/2017,6.9,3039.0,2.0,1.0,2.0,272.0,85.0,1900.0,Moonee Valley,-37.7641,144.9073,Western Metropolitan,6232.0,100.98,1533.33,392.5,52.0,226.46,48.17
8107,8107,Moonee Ponds,6A McPherson St,3,h,1070000.0,S,Nelson,20/05/2017,6.9,3039.0,3.0,1.0,2.0,231.0,130.0,1995.0,Moonee Valley,-37.7616,144.9284,Western Metropolitan,6232.0,100.98,1533.33,392.5,52.0,226.46,48.17
8108,8108,Moonee Ponds,503/341 Ascot Vale Rd,2,u,542000.0,SA,Hodges,29/04/2017,6.9,3039.0,2.0,2.0,1.0,0.0,82.0,2004.0,Moonee Valley,-37.7679,144.9245,Western Metropolitan,6232.0,100.98,1533.33,392.5,52.0,226.46,48.17
8109,8109,Moonee Ponds,65 Darling St,3,h,1240000.0,S,McDonald,29/04/2017,6.9,3039.0,3.0,2.0,2.0,275.0,106.0,1880.0,Moonee Valley,-37.767,144.9108,Western Metropolitan,6232.0,100.98,1533.33,392.5,52.0,226.46,48.17
8110,8110,Moonee Ponds,25 George St,4,h,955000.0,S,Woodards,29/04/2017,6.9,3039.0,4.0,2.0,3.0,431.0,246.0,1910.0,Moonee Valley,-37.7615,144.9094,Western Metropolitan,6232.0,100.98,1533.33,392.5,52.0,226.46,48.17
8112,8112,Murrumbeena,7 Merrimu St,4,h,1656000.0,S,Mandy,6/05/2017,12.1,3163.0,4.0,2.0,2.0,651.0,199.0,1940.0,Glen Eira,-37.8879,145.0768,Southern Metropolitan,4442.0,94.21,2047.75,553.15,156.0,284.58,47.56
8115,8115,Murrumbeena,6/51 Murrumbeena Rd,2,u,582000.0,S,Gary,13/05/2017,12.1,3163.0,2.0,1.0,2.0,1113.0,93.0,2010.0,Glen Eira,-37.8892,145.0664,Southern Metropolitan,4442.0,94.21,2047.75,553.15,156.0,284.58,47.56
8117,8117,Murrumbeena,5 Donal St,3,h,1255000.0,S,hockingstuart,22/04/2017,12.1,3163.0,3.0,1.0,2.0,557.0,108.0,1950.0,Glen Eira,-37.9059,145.0733,Southern Metropolitan,4442.0,94.21,2047.75,553.15,156.0,284.58,47.56
8120,8120,Murrumbeena,1/211 Murrumbeena Rd,2,u,535000.0,PI,Fletchers,22/04/2017,12.1,3163.0,2.0,1.0,1.0,77.0,77.0,1970.0,Glen Eira,-37.8999,145.0643,Southern Metropolitan,4442.0,94.21,2047.75,553.15,156.0,284.58,47.56
8121,8121,Murrumbeena,17/41 Murrumbeena Rd,2,u,586000.0,SP,Fletchers,29/04/2017,12.1,3163.0,2.0,2.0,1.0,0.0,75.0,2013.0,Glen Eira,-37.8882,145.0666,Southern Metropolitan,4442.0,94.21,2047.75,553.15,156.0,284.58,47.56
8123,8123,Newport,28 Agg St,4,h,1230000.0,SP,Gunn&Co,6/05/2017,8.4,3015.0,4.0,2.0,1.0,402.0,146.0,1925.0,Hobsons Bay,-37.8433,144.8774,Western Metropolitan,5498.0,132.05,2002.33,706.12,65.0,278.87,51.98
8124,8124,Newport,74 Challis St,4,h,1560000.0,S,Village,6/05/2017,8.4,3015.0,4.0,2.0,3.0,480.0,235.0,1940.0,Hobsons Bay,-37.8439,144.8733,Western Metropolitan,5498.0,132.05,2002.33,706.12,65.0,278.87,51.98
8132,8132,Newport,195 Blackshaws Rd,3,h,975000.0,S,RT,13/05/2017,8.4,3015.0,3.0,2.0,2.0,333.0,192.0,2010.0,Hobsons Bay,-37.8334,144.8673,Western Metropolitan,5498.0,132.05,2002.33,706.12,65.0,278.87,51.98
8134,8134,Newport,17 Gordon St,3,t,900000.0,S,Greg,13/05/2017,8.4,3015.0,3.0,2.0,2.0,575.0,128.0,2017.0,Hobsons Bay,-37.8389,144.8666,Western Metropolitan,5498.0,132.05,2002.33,706.12,65.0,278.87,51.98
8137,8137,Newport,139 Blackshaws Rd,4,h,956000.0,S,Sweeney,22/04/2017,8.4,3015.0,4.0,2.0,4.0,540.0,113.0,1970.0,Hobsons Bay,-37.8339,144.8716,Western Metropolitan,5498.0,132.05,2002.33,706.12,65.0,278.87,51.98
8140,8140,Newport,74 Oxford St,4,h,1650000.0,S,Greg,22/04/2017,8.4,3015.0,4.0,1.0,4.0,837.0,173.0,1930.0,Hobsons Bay,-37.837,144.8772,Western Metropolitan,5498.0,132.05,2002.33,706.12,65.0,278.87,51.98
8141,8141,Newport,74 Alma Tce,4,h,2337000.0,S,Williams,29/04/2017,8.4,3015.0,4.0,2.0,3.0,580.0,222.0,1890.0,Hobsons Bay,-37.8477,144.8903,Western Metropolitan,5498.0,132.05,2002.33,706.12,65.0,278.87,51.98
8144,8144,Newport,63 Hobson St,3,h,1075000.0,SP,Raine,29/04/2017,8.4,3015.0,3.0,1.0,0.0,452.0,146.0,1950.0,Hobsons Bay,-37.8402,144.8886,Western Metropolitan,5498.0,132.05,2002.33,706.12,65.0,278.87,51.98
8149,8149,Niddrie,21 Ryder St,3,h,810000.0,S,Barry,8/04/2017,11.2,3042.0,3.0,2.0,1.0,297.0,139.0,1955.0,Moonee Valley,-37.738,144.8865,Western Metropolitan,2291.0,81.57,1800.75,568.2,35.0,290.43,34.92
8153,8153,Niddrie,2/34 Haldane Rd,2,u,510000.0,VB,Barry,20/05/2017,11.2,3042.0,2.0,1.0,1.0,167.0,69.0,2013.0,Moonee Valley,-37.7343,144.8824,Western Metropolitan,2291.0,81.57,1800.75,568.2,35.0,290.43,34.92
8154,8154,Niddrie,4/503 Keilor Rd,1,u,325000.0,PI,Nelson,20/05/2017,11.2,3042.0,1.0,1.0,1.0,710.0,58.0,2015.0,Moonee Valley,-37.7355,144.8874,Western Metropolitan,2291.0,81.57,1800.75,568.2,35.0,290.43,34.92
8155,8155,Niddrie,1/79 Coghlan St,3,t,800000.0,PI,Barry,29/04/2017,11.2,3042.0,3.0,2.0,2.0,202.0,151.0,2015.0,Moonee Valley,-37.7418,144.8833,Western Metropolitan,2291.0,81.57,1800.75,568.2,35.0,290.43,34.92
8157,8157,Niddrie,204/4 Hotham Rd,3,u,500000.0,SP,Nelson,29/04/2017,11.2,3042.0,3.0,1.0,1.0,1218.0,94.0,2012.0,Moonee Valley,-37.736,144.8886,Western Metropolitan,2291.0,81.57,1800.75,568.2,35.0,290.43,34.92
8160,8160,Northcote,12/412 High St,2,u,680000.0,SP,McGrath,6/05/2017,5.5,3070.0,2.0,2.0,1.0,1106.0,70.0,2009.0,Darebin,-37.7679,144.9994,Northern Metropolitan,11364.0,113.28,2429.34,585.76,284.0,231.12,53.35
8163,8163,Northcote,50 Herbert St,3,h,1300000.0,SP,Jellis,8/04/2017,5.5,3070.0,3.0,1.0,0.0,191.0,108.0,1915.0,Darebin,-37.7717,144.995,Northern Metropolitan,11364.0,113.28,2429.34,585.76,284.0,231.12,53.35
8164,8164,Northcote,23A Johnson St,2,h,995000.0,PI,Purplebricks,8/04/2017,5.5,3070.0,2.0,1.0,2.0,228.0,110.0,2004.0,Darebin,-37.7634,144.9985,Northern Metropolitan,11364.0,113.28,2429.34,585.76,284.0,231.12,53.35
8173,8173,Northcote,133 Beavers Rd,2,h,1050000.0,S,Jellis,29/04/2017,5.5,3070.0,2.0,1.0,1.0,181.0,85.0,1925.0,Darebin,-37.7659,144.9903,Northern Metropolitan,11364.0,113.28,2429.34,585.76,284.0,231.12,53.35
8176,8176,Northcote,99 Kellett St,3,h,1235000.0,S,Ray,29/04/2017,5.5,3070.0,3.0,1.0,1.0,534.0,127.0,1960.0,Darebin,-37.7677,145.0142,Northern Metropolitan,11364.0,113.28,2429.34,585.76,284.0,231.12,53.35
8177,8177,Oak Park,15 Kiama St,2,t,600000.0,S,Nelson,6/05/2017,11.5,3046.0,2.0,1.0,1.0,161.0,112.0,2015.0,Moreland,-37.712,144.9175,Northern Metropolitan,2651.0,69.03,1076.67,351.0,60.0,208.76,33.89
8179,8179,Oak Park,6 The Avenue,3,u,601000.0,SP,Barry,8/04/2017,11.5,3046.0,3.0,1.0,2.0,220.0,90.0,1990.0,Moreland,-37.7131,144.9091,Northern Metropolitan,2651.0,69.03,1076.67,351.0,60.0,208.76,33.89
8180,8180,Oak Park,126A Winifred St,3,h,755000.0,SP,Eview,8/04/2017,11.5,3046.0,3.0,2.0,1.0,341.0,170.0,2003.0,Moreland,-37.7166,144.9104,Northern Metropolitan,2651.0,69.03,1076.67,351.0,60.0,208.76,33.89
8186,8186,Oak Park,3/21 Lex Gr,3,u,648000.0,S,Nelson,29/04/2017,11.5,3046.0,3.0,1.0,1.0,0.0,94.0,1998.0,Moreland,-37.7188,144.9243,Northern Metropolitan,2651.0,69.03,1076.67,351.0,60.0,208.76,33.89
8188,8188,Oakleigh,12 Watsonia St,4,h,1615000.0,S,Woodards,8/04/2017,14.0,3166.0,4.0,2.0,2.0,537.0,199.0,1920.0,Monash,-37.91,145.096,Southern Metropolitan,3224.0,113.14,1536.17,459.29,70.0,334.58,56.83
8189,8189,Oakleigh,1/1438 Dandenong Rd,3,u,655000.0,PI,Ray,13/05/2017,14.0,3166.0,3.0,1.0,2.0,160.0,104.0,1970.0,Monash,-37.8946,145.0944,Southern Metropolitan,3224.0,113.14,1536.17,459.29,70.0,334.58,56.83
8194,8194,Oakleigh,141 Atherton Rd,4,h,1600000.0,PI,Ray,29/04/2017,14.0,3166.0,4.0,3.0,4.0,691.0,213.0,1950.0,Monash,-37.8999,145.0993,Southern Metropolitan,3224.0,113.14,1536.17,459.29,70.0,334.58,56.83
8195,8195,Oakleigh,110 Atkinson St,4,h,1840000.0,S,Woodards,29/04/2017,14.0,3166.0,4.0,2.0,2.0,598.0,222.0,1900.0,Monash,-37.898,145.0928,Southern Metropolitan,3224.0,113.14,1536.17,459.29,70.0,334.58,56.83
8198,8198,Ormond,6/16 Walsh St,2,u,437500.0,S,Woodards,8/04/2017,11.8,3204.0,2.0,1.0,1.0,0.0,74.0,1970.0,Glen Eira,-37.9023,145.0461,Southern Metropolitan,3578.0,114.61,2936.0,719.22,80.0,314.27,56.84
